white,byr,year,eligible,type,smplsz,var_cm,nomearn,cpi
0,52,84,0,TOTAL,32.028,2737411.5,27179.088,1.592
0,52,84,1,ADJ,52.992001,244663.02,16869.104,1.592
0,51,84,0,TOTAL,34.987,56489.719,15657.723,1.592
1,51,84,0,ADJ,147.08701,23864.818,20296.594,1.592
1,51,84,1,TAXAB,193.88,31104.203,19499.283,1.592
1,51,84,0,ADJ,190.026,23476.049,21131.045,1.592
1,52,84,0,ADJ,169.944,17364.207,19974.605,1.592
0,52,84,1,TAXAB,39.989998,183516.77,18198.248,1.592
0,51,84,0,TOTAL,35.028,33450.859,14066.655,1.592
0,51,84,0,TOTAL,44.992001,4140029.5,38853.109,1.592
1,52,84,0,TOTAL,189.888,24096.963,21319.633,1.592
0,51,84,0,TAXAB,40.986,51865.094,13381.936,1.592
1,51,84,0,TOTAL,135.095,59706.914,24397.207,1.592
0,51,84,0,TOTAL,37.98,98461.094,19281.17,1.592
0,51,84,0,ADJ,51.029999,72668.188,17135.834,1.592
0,51,84,0,TOTAL,39,56598.766,15896.385,1.592
1,51,84,0,TOTAL,162,23539.49,21569.48,1.592
0,52,84,0,ADJ,57.024002,52478.418,13834.455,1.592
1,52,84,1,TOTAL,181.888,56954.195,19605.051,1.592
0,51,84,0,ADJ,37.988998,83966.023,17528.818,1.592
1,52,84,1,ADJ,171.979,48436.43,19682.168,1.592
1,50,84,1,TAXAB,6458.7412,22036.752,20278.662,1.592
0,52,84,0,TAXAB,52.961998,51505.613,18071.443,1.592
0,51,84,0,TAXAB,54.035999,61546.469,16030.556,1.592
0,52,84,0,ADJ,45.968002,53871.703,14596.611,1.592
0,51,84,0,TAXAB,52.975998,74811.727,18579.635,1.592
0,51,84,0,ADJ,49.039001,56653.395,15647.677,1.592
0,51,84,0,TAXAB,34.02,64958.426,21905.346,1.592
0,51,84,0,TAXAB,39,52657.367,15699.815,1.592
1,52,84,0,TOTAL,172.08,21001.805,20556.098,1.592
1,51,84,1,ADJ,174.944,36840.555,19696.871,1.592
1,51,84,1,TAXAB,182.89999,34803.438,19118.865,1.592
1,51,84,0,ADJ,183.084,26258.982,21587.906,1.592
1,52,84,1,TOTAL,179.94901,90394.305,20767.932,1.592
0,52,84,0,TAXAB,45.006001,46972.07,16347.471,1.592
0,52,84,1,TAXAB,46.970001,155720.34,16782.504,1.592
0,52,84,0,ADJ,62.030998,45735.93,16237.245,1.592
0,51,84,0,TOTAL,38.015999,135809.34,18623.178,1.592
0,52,84,0,TOTAL,52.026001,79631.734,16641.109,1.592
1,51,84,1,ADJ,169.048,39613.672,19904.084,1.592
1,52,84,0,ADJ,207.036,17270.619,20659.682,1.592
1,51,84,1,TAXAB,167.91901,32042.021,21160.424,1.592
1,51,84,1,TOTAL,178.935,57812.77,20674.146,1.592
0,52,84,0,ADJ,48.031998,61894.844,16303.067,1.592
1,51,84,1,TOTAL,168.948,47999.93,20503.963,1.592
1,52,84,0,TOTAL,193.992,23251.607,20969.828,1.592
0,52,84,0,TOTAL,50.02,93891.672,19123.672,1.592
1,52,84,1,ADJ,188,38935.488,19161.246,1.592
1,52,84,0,ADJ,165.98,14997.786,20137.766,1.592
0,52,84,0,TAXAB,35.989998,60481.238,16807.898,1.592
1,51,84,0,TAXAB,188.034,13224.083,20643.143,1.592
1,52,84,1,TOTAL,193,54588.27,20709.068,1.592
1,51,84,1,ADJ,186.993,41138.484,20147.895,1.592
0,51,84,1,TAXAB,42.975998,91627.188,13384.559,1.592
1,52,84,0,TOTAL,173.07199,24701.961,20439.199,1.592
0,52,84,0,ADJ,52.992001,72748.969,18090.629,1.592
0,52,84,0,ADJ,40.966999,38387.906,12834.333,1.592
0,50,84,1,TAXAB,1807.972,80981.367,17457.201,1.592
1,52,84,0,TAXAB,185.002,13734.712,20008.15,1.592
1,52,84,0,TAXAB,207.036,12368.248,19649.754,1.592
0,52,84,0,TOTAL,33.984001,87492.281,19952.863,1.592
0,52,84,0,TAXAB,43.005001,62846.93,15920.425,1.592
0,51,84,0,TAXAB,47.996002,67196.141,17959.717,1.592
0,52,84,0,TAXAB,49.009998,51744.238,14232.48,1.592
1,52,84,0,ADJ,144.07201,17258.678,19333.916,1.592
1,51,84,0,TAXAB,193.936,15139.391,20104.605,1.592
1,51,84,0,ADJ,182.952,22763.354,20079.885,1.592
1,51,84,0,ADJ,168.075,23284.605,21722.438,1.592
0,52,84,0,ADJ,52.975998,40512.918,15517.898,1.592
1,51,84,0,TOTAL,168.92499,20383.686,20501.146,1.592
1,51,84,0,ADJ,178.98,27271.979,20660.92,1.592
1,51,84,0,TOTAL,135.936,72595.313,23243.645,1.592
0,52,84,0,ADJ,53.040001,36241.281,13242.308,1.592
0,51,84,0,TOTAL,45,157083.17,18783.646,1.592
1,52,84,1,TAXAB,205,33524.055,19478.293,1.592
0,52,84,0,TAXAB,48.031998,50915.445,15772.089,1.592
0,51,84,1,TOTAL,43.032001,781263.19,21812.715,1.592
0,51,84,1,TOTAL,37.02,231851.41,15873.955,1.592
1,51,84,0,TOTAL,146.93201,25443.043,21073.693,1.592
1,51,84,0,TOTAL,158.04601,28321.463,20936.951,1.592
0,52,84,0,ADJ,45.006001,62403.406,17108.014,1.592
1,51,84,1,TAXAB,163.98999,27659.492,20448.711,1.592
0,51,84,1,TAXAB,45.989998,97683.695,15480.076,1.592
0,52,84,0,ADJ,52.961998,68670.758,15234.89,1.592
0,51,84,1,TAXAB,41.014999,109366.13,17967.26,1.592
0,51,84,0,TOTAL,57.970001,93072.031,18343.459,1.592
0,51,84,0,ADJ,60.996002,103365.12,18528.496,1.592
0,51,84,1,TOTAL,45.024002,121825.3,15478.765,1.592
0,51,84,1,TOTAL,43.026001,115090.34,18302.707,1.592
1,51,84,0,TAXAB,196.101,16147.558,21065.129,1.592
0,51,84,0,TOTAL,45,166319.64,18479.373,1.592
1,52,84,0,ADJ,215.875,18996.834,18964.447,1.592
0,52,84,0,TOTAL,53.974998,48821.316,12991.198,1.592
1,51,84,0,ADJ,171.936,21149.223,21340.711,1.592
1,51,84,1,ADJ,163.103,34209.828,19982.422,1.592
1,52,84,0,TOTAL,153,30755.43,23401.191,1.592
1,52,84,0,TOTAL,151.008,13586.342,19695.221,1.592
0,52,84,0,ADJ,52.975998,71841.516,18557.484,1.592
0,52,84,0,TAXAB,42,54290.453,16034.458,1.592
0,51,84,1,ADJ,41.014999,144414.84,18788.15,1.592
1,51,84,0,TAXAB,189.97,16527.836,20635.85,1.592
1,51,84,0,ADJ,168.05701,22860.576,19915.773,1.592
1,52,84,0,TOTAL,168.03299,17869.693,21273.91,1.592
0,52,84,0,TAXAB,57.970001,42593.695,12432.521,1.592
1,51,84,0,TAXAB,156.01599,15151.254,21184.461,1.592
0,52,84,0,TOTAL,50.025002,172307.52,19915.475,1.592
1,51,84,0,TAXAB,159.09399,17504.484,19118.621,1.592
1,51,84,1,TOTAL,162.078,41453.094,20795.881,1.592
1,52,84,0,TOTAL,168.942,28449.627,23940.498,1.592
0,52,84,1,TAXAB,35,152724.09,13051.01,1.592
0,51,84,0,ADJ,51.029999,75835.711,17065.633,1.592
1,52,84,0,TAXAB,197.073,13400.358,18962.184,1.592
0,51,84,0,TAXAB,43.007999,66936.453,17175.27,1.592
0,51,84,1,ADJ,55.028999,140987.52,18366.693,1.592
1,51,84,1,TAXAB,158.916,34088.605,20166.16,1.592
0,51,84,1,TAXAB,48.989998,103897.78,14779.282,1.592
0,51,84,0,TAXAB,47.015999,65738.141,17241.193,1.592
0,52,84,1,ADJ,45.014,137523.47,14732.522,1.592
0,51,84,0,TAXAB,39.005997,89598.547,18269.189,1.592
1,52,84,0,TAXAB,209.07599,12562.596,19361.605,1.592
0,52,84,0,TOTAL,42.038998,115727.31,20460.176,1.592
1,52,84,0,TOTAL,183.02701,30422.426,20668.797,1.592
1,52,84,0,TAXAB,212.89799,14804.352,19541.094,1.592
0,51,84,0,TAXAB,49.039001,48516.273,15314.101,1.592
1,52,84,1,TAXAB,193.004,37185.055,18637.637,1.592
1,51,84,1,TOTAL,199.92001,137078.64,22233.047,1.592
1,52,84,0,TAXAB,185.942,12578.266,19598.945,1.592
1,51,84,0,TOTAL,160.965,26550.451,21022.846,1.592
1,52,84,0,ADJ,178.992,13096.726,19225.064,1.592
1,51,84,1,ADJ,192.94,43755.664,20764.064,1.592
1,52,84,0,ADJ,207.075,17980.871,19843.098,1.592
1,52,84,0,TAXAB,190.938,12390.912,18552.686,1.592
1,52,84,0,TAXAB,172.95999,12590.697,20001.291,1.592
1,52,84,1,TAXAB,187.11,38283.527,18477.1,1.592
1,51,84,0,TOTAL,164.076,35510.777,22936.43,1.592
0,52,84,0,TOTAL,45.015999,238720.58,23924.67,1.592
1,51,84,0,ADJ,168.912,22751.375,22369.764,1.592
1,52,84,1,TAXAB,196.04001,40063.406,18984.9,1.592
1,52,84,0,TAXAB,201.88,13716.792,21032.973,1.592
0,51,84,1,ADJ,45.015999,155951.59,19231.764,1.592
1,52,84,0,ADJ,186.979,19015.332,20991.609,1.592
0,51,84,1,ADJ,45.968002,130966.67,20618.945,1.592
0,51,84,0,TAXAB,56.015999,55264.625,18115.785,1.592
0,51,84,1,ADJ,49,164949.55,17749.551,1.592
1,51,84,0,TOTAL,147.067,25829.871,21143.43,1.592
1,51,84,0,TAXAB,184.07001,15613.174,20209.594,1.592
0,51,84,1,TOTAL,42.975998,209326.13,19326.551,1.592
0,51,84,0,TOTAL,37.98,278191.44,22264.295,1.592
0,52,84,0,TOTAL,55.021999,87193.375,18187.512,1.592
1,52,84,0,TOTAL,164.045,23318.201,19689.148,1.592
0,51,84,0,ADJ,35.973,31606.266,14059.036,1.592
0,51,84,1,TAXAB,52.984001,69350.281,13483.185,1.592
1,51,84,1,ADJ,191.97,41078.984,20795.445,1.592
0,51,84,0,TOTAL,48.980999,164218.44,20083.768,1.592
0,52,84,1,TOTAL,51.976002,179925.86,17130.674,1.592
0,52,84,0,TAXAB,44.022003,61407.211,16564.559,1.592
0,51,84,0,ADJ,47.001999,75065.742,16891.664,1.592
0,52,84,1,TAXAB,45.014,113480.31,14352.508,1.592
0,51,84,0,ADJ,40.98,90342.523,18083.947,1.592
0,52,84,0,TAXAB,44.018997,34752.914,14929.354,1.592
1,52,84,1,TOTAL,186.995,46691.605,20383.291,1.592
1,51,84,1,TAXAB,170.931,30306.439,20317.518,1.592
1,51,84,1,TOTAL,149.04001,39530.883,21283.271,1.592
0,52,84,0,TAXAB,64.031998,59002.684,18061.5,1.592
0,52,84,0,ADJ,44.022003,65165.195,16753.375,1.592
0,52,84,1,TOTAL,53.040001,254435.48,13964.691,1.592
0,51,84,0,ADJ,49.02,131361.09,22791.965,1.592
1,52,84,1,TAXAB,171.979,36395.051,18831.039,1.592
1,51,84,1,TOTAL,158.05,57914.637,22004.496,1.592
0,51,84,1,TAXAB,49,142510.67,17236.344,1.592
1,51,84,1,ADJ,186.064,36422.602,19594.74,1.592
1,52,84,0,TAXAB,205.11,15177.476,19668.213,1.592
1,51,84,0,TOTAL,167.918,28108.574,22555.559,1.592
1,52,84,0,TAXAB,136.92801,13749.247,18626.297,1.592
1,51,84,1,ADJ,193.88,40391.211,20337.061,1.592
0,51,84,1,ADJ,49.040001,161928.89,15138.707,1.592
0,51,84,1,ADJ,44.987999,137364.08,17280.926,1.592
1,51,84,0,ADJ,192.944,23978.988,21378.521,1.592
1,52,84,0,TOTAL,166.896,16736.088,21288.16,1.592
0,51,84,0,ADJ,40.02,86860.883,18742.693,1.592
1,51,84,1,TOTAL,179.95999,54831.195,21617.227,1.592
0,52,84,1,TAXAB,60.029999,165005.72,17516.463,1.592
0,51,84,0,TOTAL,46.992001,51378.57,15405.057,1.592
1,52,84,0,ADJ,191.11301,22658.539,22314.965,1.592
1,52,84,0,ADJ,244.13501,15721.921,19788.061,1.592
0,51,84,0,ADJ,53.025002,89011.93,20496.371,1.592
1,51,84,1,TOTAL,159.04001,36686.855,19517.223,1.592
0,51,84,0,ADJ,47.996002,91072.836,19010.215,1.592
1,51,84,0,TAXAB,209.87399,15688.057,19001.166,1.592
0,51,84,0,ADJ,46.007999,67452.68,17800.033,1.592
0,51,84,1,TAXAB,54.027,120570.22,17188.439,1.592
0,51,84,0,ADJ,47.015999,86200.57,18123.986,1.592
0,51,84,0,ADJ,46.007999,54393.887,14946.734,1.592
0,52,84,0,TOTAL,38.979,42879.992,12865.92,1.592
1,52,84,1,TOTAL,171.07199,88681.906,21120.342,1.592
0,52,84,0,TAXAB,57.024002,45673.914,13530.253,1.592
0,51,84,1,ADJ,54.027,155178.09,17965.025,1.592
0,51,84,0,TOTAL,36.007999,113583.38,16119.221,1.592
0,51,84,1,ADJ,38.982002,193394.31,23873.363,1.592
1,52,84,0,ADJ,200.07001,16419.162,18976.504,1.592
0,52,84,0,TOTAL,42.975998,40529.602,12997.959,1.592
0,52,84,0,TAXAB,49.02,55214.91,15664.947,1.592
1,51,84,0,TAXAB,168.075,16750.291,20532.355,1.592
1,51,84,1,ADJ,170.912,43033.84,20587.641,1.592
1,51,84,0,ADJ,174.944,19575.021,20501.916,1.592
1,52,84,0,ADJ,182.965,14815.18,19401.207,1.592
1,52,84,1,ADJ,181.95599,51642.832,19538.645,1.592
1,52,84,0,TOTAL,181.116,56707.664,22565.912,1.592
0,50,84,0,TOTAL,1520.193,212664.42,19537.393,1.592
1,51,84,0,TAXAB,168.92499,16915.846,20584.512,1.592
1,52,84,1,ADJ,183.12,52858.059,19910.766,1.592
0,51,84,0,TOTAL,47.025002,62341.406,16305.454,1.592
0,51,84,0,TOTAL,46.970001,137925.58,19743.084,1.592
0,52,84,1,TAXAB,40.001999,144272.64,14939.985,1.592
1,52,84,1,ADJ,193.004,48060.625,19399.105,1.592
0,52,84,0,ADJ,44.018997,38983.527,15129.127,1.592
1,52,84,0,TOTAL,156.894,24895,20834.033,1.592
1,52,84,1,TOTAL,167.07901,47579.539,21400.938,1.592
1,51,84,0,TAXAB,169.06,17295.846,20443.76,1.592
0,52,84,0,ADJ,51.004002,63503.469,18233.256,1.592
0,51,84,0,TOTAL,45.014,81024.156,16882.682,1.592
0,51,84,0,TOTAL,51.040001,73425.93,17710.932,1.592
1,52,84,1,TOTAL,164.034,43490.238,19021.012,1.592
1,52,84,0,ADJ,241.026,21968.648,21649.172,1.592
1,52,84,0,TOTAL,173.998,16869.031,19345.688,1.592
1,51,84,0,TOTAL,129.94,44063.398,24107.535,1.592
1,52,84,0,TOTAL,153.088,135208.84,22811.211,1.592
0,51,84,0,TAXAB,49.031998,52891.074,16401.232,1.592
0,52,84,0,TAXAB,53.040001,36241.285,13242.308,1.592
1,52,84,0,TOTAL,188.062,72326.227,22710.609,1.592
1,51,84,1,ADJ,163.936,41136.527,21556.082,1.592
0,51,84,0,ADJ,42.975998,64112.172,13246.564,1.592
1,51,84,0,ADJ,216.008,22588.264,21368.84,1.592
0,51,84,0,TOTAL,39.023998,79652.664,16181.531,1.592
1,52,84,0,TAXAB,194.103,13856.527,20115.934,1.592
0,52,84,0,TAXAB,44.004997,41607.949,14120.029,1.592
0,52,84,0,TOTAL,51.012001,83467.039,19663.395,1.592
1,51,84,0,TAXAB,160.95599,14552.588,21138.848,1.592
1,51,84,0,ADJ,182.054,20041.01,19627.836,1.592
1,51,84,0,TAXAB,176.90201,15197.191,19827.482,1.592
1,52,84,0,ADJ,213.03,17571.566,22023.734,1.592
0,51,84,0,TOTAL,36.992001,143055.7,19210.553,1.592
1,52,84,0,TAXAB,196.075,12887.153,20320.93,1.592
0,52,84,1,ADJ,48.019997,140603.92,15461.283,1.592
1,51,84,1,TOTAL,161.931,48395.395,21310,1.592
0,51,84,0,ADJ,54.031998,73987.281,18186.457,1.592
1,52,84,1,TAXAB,179.946,36196.973,18512.393,1.592
0,52,84,0,ADJ,57.987999,48238.254,13074.822,1.592
1,52,84,0,TAXAB,192.06599,11331.629,18623.469,1.592
0,51,84,0,TOTAL,38.018997,49529.68,13273.413,1.592
0,51,84,0,TOTAL,45.98,291510.63,22460.049,1.592
0,51,84,0,TOTAL,38.985001,153457.59,21903.557,1.592
1,52,84,0,ADJ,168.948,17024.924,19772.172,1.592
1,52,84,0,TOTAL,169.048,13082.055,19057.715,1.592
0,51,84,1,TAXAB,38.982002,139371.8,22371.422,1.592
1,51,84,1,TAXAB,172.002,29849.916,20454.867,1.592
1,52,84,0,TOTAL,218.011,23209.131,20442.611,1.592
0,51,84,0,TAXAB,55.968002,72841.234,16758.758,1.592
1,52,84,0,TAXAB,190.026,11314.371,19562.66,1.592
0,52,84,0,TOTAL,42.021,82667.203,16929.441,1.592
0,52,84,0,TAXAB,45.968002,74384.813,19656.346,1.592
1,52,84,0,TOTAL,152.028,18094.145,20147.467,1.592
1,51,84,1,ADJ,183.12,45384.797,22063.928,1.592
1,51,84,0,TOTAL,165.088,26394.156,22539.758,1.592
0,51,84,1,TOTAL,46.987999,155444.58,19658.959,1.592
0,52,84,0,TOTAL,40.966999,48160.258,16019.654,1.592
1,51,84,0,TOTAL,166.98,18024.301,21639.379,1.592
0,51,84,0,TOTAL,46.007999,79407.281,18147.309,1.592
0,50,84,1,TOTAL,1713.087,251240.52,19249.949,1.592
1,52,84,0,TOTAL,155.04001,20435.363,20762.424,1.592
0,51,84,1,TOTAL,42.024002,144217.13,20352.896,1.592
1,50,84,0,TAXAB,5563.4121,26443.332,20763.053,1.592
0,51,84,1,TOTAL,39.974998,158068.19,19015.09,1.592
0,52,84,0,TOTAL,55.008003,75298.961,14884.833,1.592
0,51,84,1,TAXAB,55.028999,100657.59,17459.412,1.592
1,51,84,1,TAXAB,192.94,31077.512,19617.014,1.592
1,52,84,0,TAXAB,186.979,14614.834,20066.035,1.592
0,51,84,0,ADJ,34.02,87978.688,23128.32,1.592
0,51,84,0,TAXAB,64.005005,65727.484,16884.965,1.592
1,52,84,0,TAXAB,187,13798.021,18763.557,1.592
0,52,84,0,TOTAL,43.014,164923.34,20597.51,1.592
0,51,84,1,TAXAB,45.015999,116243.38,18297.871,1.592
0,52,84,1,TOTAL,38.999001,179359.3,16191.831,1.592
0,51,84,0,TOTAL,41.003998,505824.56,17128.408,1.592
1,52,84,1,ADJ,188.082,46650.734,19549.346,1.592
1,52,84,0,ADJ,209.07599,17175.291,20301.242,1.592
1,52,84,0,TOTAL,177.039,31078.557,21807.268,1.592
0,52,84,0,TAXAB,57.987999,41509.602,12781.612,1.592
1,52,84,0,TOTAL,201.02499,20967.102,19455.377,1.592
0,51,84,1,TAXAB,44.021999,127595.98,15487.032,1.592
0,52,84,1,TAXAB,28.024002,105320.36,14986.725,1.592
1,51,84,0,ADJ,150.06,27471.09,23369.305,1.592
0,51,84,0,ADJ,31.978001,96278.688,21105.104,1.592
1,51,84,1,TOTAL,150.04599,44178.008,21698.994,1.592
1,52,84,0,TAXAB,180.92999,13228.411,21219.633,1.592
1,51,84,0,TOTAL,154.013,29244.711,22269.471,1.592
1,52,84,1,ADJ,169.974,51541.91,19919.674,1.592
0,52,84,0,ADJ,48.031998,85077.281,22339.148,1.592
0,51,84,1,TAXAB,42.009003,155751.14,18137.207,1.592
0,52,84,0,ADJ,43.966999,69937.664,18149.227,1.592
0,52,84,0,ADJ,49.973,63700.5,16121.771,1.592
1,51,84,0,TAXAB,173.043,17964.416,19464.15,1.592
1,51,84,0,ADJ,173.043,25352.047,20748.908,1.592
0,52,84,0,ADJ,40.004002,68637.109,14915.963,1.592
1,52,84,0,TOTAL,173,22699.23,20783.498,1.592
1,51,84,0,TAXAB,163.028,14433.862,19905.539,1.592
0,51,84,0,TAXAB,31.978001,69162.727,19794.889,1.592
0,52,84,0,TAXAB,52.975998,37015.672,15350.277,1.592
0,51,84,0,ADJ,46.98,90487.484,17562.486,1.592
0,51,84,0,ADJ,55.968002,83249.773,17205.383,1.592
1,52,84,0,TAXAB,154.02,15364.53,18752.172,1.592
1,51,84,0,ADJ,199.989,25885.924,21542.295,1.592
1,52,84,1,ADJ,186.99899,45788.254,20664.33,1.592
0,51,84,0,TAXAB,51,58179.051,15858.764,1.592
1,51,84,1,ADJ,172.002,40721.82,21477.82,1.592
1,51,84,0,TOTAL,152.086,25093.682,21419.971,1.592
1,52,84,0,ADJ,191.90601,18667.867,20003.75,1.592
1,51,84,0,ADJ,196.101,22555.701,22253.697,1.592
0,52,84,0,TAXAB,51.034,43678.949,16717.105,1.592
1,52,84,0,TOTAL,184.97501,28089.365,22816.898,1.592
0,51,84,0,ADJ,36.985001,88606.531,17239.02,1.592
0,51,84,1,ADJ,45.989998,105881.38,15658.104,1.592
0,51,84,0,ADJ,46.989998,108986.81,19510.602,1.592
1,51,84,0,TAXAB,146.091,15392.291,18241.602,1.592
1,51,84,0,TAXAB,176.04001,15489.11,21476.92,1.592
1,51,84,1,ADJ,167.91901,47102.805,22620.639,1.592
1,51,84,0,ADJ,168.92499,25092.494,21471.539,1.592
0,52,84,0,ADJ,40.004002,51744.512,13015.646,1.592
0,52,84,1,TOTAL,43.007999,366880.47,17169.732,1.592
0,52,84,0,TOTAL,62.975998,83622.734,19301.008,1.592
0,51,84,1,ADJ,46.987999,131890.13,19367.426,1.592
1,52,84,1,TOTAL,186.87601,95935.164,20958.379,1.592
0,51,84,1,TOTAL,44.029999,104005.04,15803.021,1.592
0,52,84,0,TOTAL,39.975998,58264.051,16200.647,1.592
1,51,84,0,ADJ,179.896,23795.094,22185.791,1.592
1,52,84,0,TAXAB,179.883,14182.101,19000.646,1.592
0,51,84,1,TOTAL,50.024002,116691.93,14475.546,1.592
0,50,84,0,TAXAB,1608.076,91398.922,17534.07,1.592
1,52,84,1,TOTAL,179.063,52441.383,21320.645,1.592
1,52,84,1,TOTAL,169.927,63726.258,20794.857,1.592
0,52,84,1,TAXAB,41.975998,145587.67,16599.813,1.592
0,52,84,0,TAXAB,55.986,41231.461,14501.582,1.592
0,52,84,0,ADJ,48.984001,71457.133,18214.383,1.592
1,52,84,0,ADJ,185.942,17713.074,20657.535,1.592
1,51,84,0,ADJ,189.97,22575.031,21738.521,1.592
1,52,84,0,TOTAL,185.895,20711.563,21073.477,1.592
1,52,84,0,TAXAB,182.965,10436.264,18534.537,1.592
1,51,84,0,ADJ,188.972,22437.553,23197.508,1.592
0,51,84,0,ADJ,45.969002,85452.914,17949.291,1.592
0,51,84,0,ADJ,40.986,120484.06,20851.561,1.592
0,51,84,0,TAXAB,38.997002,67295.164,17263.328,1.592
1,52,84,1,TOTAL,171.04401,46087.559,19066.447,1.592
1,51,84,0,TOTAL,167.013,26429.584,22740.982,1.592
0,52,84,0,ADJ,49.009998,59457.664,14586.249,1.592
1,51,84,0,ADJ,169.06,26040.92,22028.072,1.592
0,52,84,0,TOTAL,51.040001,44531.344,13161.05,1.592
0,52,84,0,TOTAL,44.004997,244887.64,16998.143,1.592
0,52,84,0,TOTAL,48.98,60051.574,17590.469,1.592
1,52,84,1,ADJ,182.052,41442.754,19767.578,1.592
0,52,84,0,TOTAL,48.972,66698.203,17955.281,1.592
0,52,84,0,TOTAL,48.972,140028.25,21427.736,1.592
1,50,84,1,TOTAL,5920.6538,58950.203,22680.682,1.592
1,51,84,0,TOTAL,180.048,30224.355,21597.355,1.592
1,52,84,0,ADJ,168.964,17697.713,19963.352,1.592
0,52,84,1,TOTAL,35,210199.03,13858.8,1.592
0,51,84,1,TOTAL,48.024002,221572.13,16211.019,1.592
1,51,84,0,TOTAL,177.07199,192498.03,23771.557,1.592
1,52,84,0,TOTAL,182.91901,26173.18,21974.953,1.592
0,51,84,1,TAXAB,38.975998,134371.97,17455.967,1.592
1,51,84,0,TOTAL,158.976,32243.227,23274.455,1.592
0,52,84,0,ADJ,45.015999,37095.246,12536.344,1.592
1,51,84,1,ADJ,181.116,48372.035,20729.83,1.592
1,52,84,0,ADJ,186.90399,16066.751,20810.471,1.592
0,52,84,1,TOTAL,59.040001,219347.14,18096.828,1.592
1,52,84,1,TAXAB,188,32385.842,18700.287,1.592
0,51,84,0,TOTAL,38.038002,197269.13,20673.035,1.592
1,52,84,0,TAXAB,186.90399,11687.56,19895.771,1.592
1,51,84,1,TAXAB,173.01901,32842.641,19713.908,1.592
0,52,84,1,TAXAB,56.966,135403.47,16327.858,1.592
0,51,84,0,TOTAL,51.984001,56471.199,18526.744,1.592
0,52,84,0,TAXAB,52.975998,62615.246,18069.725,1.592
1,52,84,0,ADJ,197.073,18384.635,19962.541,1.592
0,51,84,0,ADJ,47.012001,83513.531,18991.449,1.592
1,52,84,1,TAXAB,181.95599,36034.395,18454.5,1.592
0,52,84,1,ADJ,50.973999,140569.34,13035.165,1.592
0,52,84,1,TOTAL,38.998001,210435.77,18272.354,1.592
0,52,84,0,TOTAL,33,44036.02,15228.49,1.592
0,52,84,0,TOTAL,43.966999,84202.164,18507.25,1.592
0,52,84,1,TOTAL,23.994003,124956.64,17645.09,1.592
0,51,84,1,TOTAL,46,204993.56,16711.912,1.592
1,52,84,0,ADJ,185.002,18160.479,20937.037,1.592
0,52,84,0,ADJ,57.970001,49626.246,12735.322,1.592
0,51,84,1,ADJ,44.021999,136244.63,15674.916,1.592
0,51,84,0,TAXAB,40.98,71538.695,17264.393,1.592
0,51,84,0,TOTAL,44.029999,136290.8,19951.666,1.592
0,51,84,0,ADJ,50.024998,78765.125,18114.033,1.592
0,51,84,0,ADJ,41.975998,89641.461,17102.443,1.592
1,51,84,0,ADJ,167.91901,22414.67,20346.775,1.592
0,52,84,0,TOTAL,58.986,41638.629,16102.449,1.592
0,52,84,0,TOTAL,43.029999,70887.734,15245.846,1.592
0,52,84,0,TAXAB,40.004002,54600.863,14272.189,1.592
0,51,84,1,TOTAL,38.033001,267983.41,25128.904,1.592
0,51,84,0,TAXAB,50.024998,59583.199,17285.844,1.592
0,52,84,0,TAXAB,35.02,52103.922,12289.301,1.592
0,52,84,0,TAXAB,35.990002,51985.914,18029.982,1.592
1,51,84,0,ADJ,176.04001,22839.387,22869.107,1.592
0,52,84,1,TAXAB,46.989998,167844.8,17032.047,1.592
0,52,84,0,ADJ,35.990002,65551.906,18749.383,1.592
1,51,84,0,TOTAL,167.948,28709.504,21275.734,1.592
0,52,84,1,TOTAL,53.963001,216440.55,17571.82,1.592
1,52,84,0,ADJ,194.103,19861.182,21376.68,1.592
1,52,84,0,TOTAL,178.024,18501.5,19502.727,1.592
1,52,84,1,TAXAB,186.99899,36039.785,19944.143,1.592
1,52,84,0,TAXAB,183.976,16285.502,19692.246,1.592
0,51,84,0,ADJ,35.990002,53202.578,15653.967,1.592
0,52,84,1,TAXAB,52.992001,196114.03,16062.424,1.592
0,52,84,1,TOTAL,44.992001,447307.59,19721.809,1.592
1,52,84,0,TAXAB,191.11301,15848.448,20842.371,1.592
0,51,84,0,TAXAB,53.025002,68845.211,19551.02,1.592
0,51,84,0,TAXAB,36.985001,66986.594,16328.683,1.592
0,51,84,1,TAXAB,46.987999,110111.53,18835.443,1.592
0,52,84,0,TAXAB,45.024002,58283.031,16336.591,1.592
0,51,84,0,TAXAB,37.988998,68590.445,16863.781,1.592
0,51,84,1,TAXAB,46.02,116101.83,16910.861,1.592
0,51,84,0,TAXAB,46.989998,80711.164,18260.709,1.592
0,52,84,0,ADJ,42.975002,56818.332,12860.163,1.592
0,52,84,1,ADJ,46.970001,198276.88,17513.445,1.592
0,51,84,1,TOTAL,56.98,410063.5,21642.168,1.592
0,51,84,1,TAXAB,45.024002,110838.81,15245.759,1.592
0,52,84,0,TOTAL,44.967999,60645.227,15679.058,1.592
0,51,84,1,TAXAB,44.021999,268512.72,17693.24,1.592
1,52,84,0,TOTAL,196.02,44146.004,23557.094,1.592
0,52,84,0,ADJ,53.037003,67496.625,15888.082,1.592
0,51,84,1,ADJ,44.02,126310.33,19866.51,1.592
